RespondentID,AgeGroup,Gender,Income,Task,Alternative,Chosen,Brand,Price,Camera,Storage
45,35-44,Female,"150,001+",4,2,1,Samsung,$899,Triple,128GB
46,35-44,Male,"100,001-150,000",1,1,0,Apple,$899,Triple,128GB
46,35-44,Male,"100,001-150,000",1,2,1,Apple,$899,Dual,256GB
46,35-44,Male,"100,001-150,000",2,1,1,Apple,$699,Dual,128GB
46,35-44,Male,"100,001-150,000",2,2,0,Apple,$899,Dual,128GB
46,35-44,Male,"100,001-150,000",3,1,1,Apple,$699,Dual,128GB
46,35-44,Male,"100,001-150,000",3,2,0,Samsung,$899,Triple,128GB
46,35-44,Male,"100,001-150,000",4,1,1,Apple,$699,Dual,128GB
46,35-44,Male,"100,001-150,000",4,2,0,Samsung,$899,Dual,256GB
47,18-24,Other,"20,000-50,000",1,1,1,Apple,$699,Triple,128GB
47,18-24,Other,"20,000-50,000",1,2,0,Samsung,$899,Dual,128GB
47,18-24,Other,"20,000-50,000",2,1,1,Apple,$899,Triple,128GB
47,18-24,Other,"20,000-50,000",2,2,0,Samsung,$699,Dual,128GB
47,18-24,Other,"20,000-50,000",3,1,1,Apple,$899,Triple,256GB
47,18-24,Other,"20,000-50,000",3,2,0,Samsung,$899,Triple,256GB
47,18-24,Other,"20,000-50,000",4,1,1,Apple,$899,Triple,128GB
47,18-24,Other,"20,000-50,000",4,2,0,Apple,$899,Triple,128GB
48,35-44,Female,"150,001+",1,1,0,Samsung,$899,Triple,256GB
48,35-44,Female,"150,001+",1,2,1,Apple,$899,Triple,128GB
48,35-44,Female,"150,001+",2,1,1,Samsung,$899,Triple,256GB
48,35-44,Female,"150,001+",2,2,0,Apple,$699,Triple,128GB
48,35-44,Female,"150,001+",3,1,1,Samsung,$899,Triple,256GB
48,35-44,Female,"150,001+",3,2,0,Apple,$899,Dual,256GB
48,35-44,Female,"150,001+",4,1,1,Samsung,$899,Triple,256GB
48,35-44,Female,"150,001+",4,2,0,Samsung,$699,Dual,128GB
49,45-54,Male,"150,001+",1,1,1,Samsung,$899,Dual,256GB
49,45-54,Male,"150,001+",1,2,0,Samsung,$699,Dual,128GB
49,45-54,Male,"150,001+",2,1,1,Samsung,$899,Dual,128GB
49,45-54,Male,"150,001+",2,2,0,Apple,$899,Dual,128GB
49,45-54,Male,"150,001+",3,1,0,Samsung,$699,Dual,128GB
49,45-54,Male,"150,001+",3,2,1,Samsung,$699,Dual,128GB
49,45-54,Male,"150,001+",4,1,0,Samsung,$899,Dual,128GB
49,45-54,Male,"150,001+",4,2,1,Apple,$899,Dual,256GB
50,35-44,Female,"150,001+",1,1,0,Samsung,$899,Dual,128GB
50,35-44,Female,"150,001+",1,2,1,Apple,$899,Triple,256GB
50,35-44,Female,"150,001+",2,1,1,Samsung,$899,Triple,128GB
50,35-44,Female,"150,001+",2,2,0,Samsung,$899,Dual,256GB
50,35-44,Female,"150,001+",3,1,0,Samsung,$899,Triple,128GB
50,35-44,Female,"150,001+",3,2,1,Samsung,$699,Dual,256GB
50,35-44,Female,"150,001+",4,1,1,Apple,$899,Dual,256GB
50,35-44,Female,"150,001+",4,2,0,Apple,$899,Triple,256GB
51,45-54,Female,"150,001+",1,1,0,Samsung,$899,Triple,256GB
51,45-54,Female,"150,001+",1,2,1,Samsung,$899,Dual,128GB
51,45-54,Female,"150,001+",2,1,0,Apple,$699,Triple,128GB
51,45-54,Female,"150,001+",2,2,1,Samsung,$699,Dual,128GB
51,45-54,Female,"150,001+",3,1,0,Apple,$899,Dual,128GB
51,45-54,Female,"150,001+",3,2,1,Samsung,$699,Triple,256GB
51,45-54,Female,"150,001+",4,1,0,Apple,$699,Triple,128GB
51,45-54,Female,"150,001+",4,2,1,Apple,$899,Triple,128GB
52,25-34,Female,"150,001+",1,1,0,Apple,$699,Dual,128GB
52,25-34,Female,"150,001+",1,2,1,Apple,$899,Triple,128GB
52,25-34,Female,"150,001+",2,1,0,Apple,$899,Dual,256GB
52,25-34,Female,"150,001+",2,2,1,Samsung,$899,Triple,128GB
52,25-34,Female,"150,001+",3,1,0,Apple,$699,Dual,128GB
52,25-34,Female,"150,001+",3,2,1,Samsung,$699,Dual,128GB
52,25-34,Female,"150,001+",4,1,0,Samsung,$899,Triple,256GB
52,25-34,Female,"150,001+",4,2,1,Apple,$899,Dual,128GB
53,18-24,Male,"100,001-150,000",1,1,0,Samsung,$699,Triple,128GB
53,18-24,Male,"100,001-150,000",1,2,1,Apple,$899,Dual,256GB
53,18-24,Male,"100,001-150,000",2,1,0,Apple,$699,Dual,128GB
53,18-24,Male,"100,001-150,000",2,2,1,Samsung,$699,Dual,256GB
53,18-24,Male,"100,001-150,000",3,1,1,Apple,$699,Dual,128GB
53,18-24,Male,"100,001-150,000",3,2,0,Apple,$899,Dual,128GB
53,18-24,Male,"100,001-150,000",4,1,0,Apple,$899,Triple,256GB
53,18-24,Male,"100,001-150,000",4,2,1,Samsung,$699,Dual,128GB
54,35-44,Male,"20,000-50,000",1,1,0,Samsung,$899,Triple,128GB
54,35-44,Male,"20,000-50,000",1,2,1,Apple,$899,Dual,128GB
54,35-44,Male,"20,000-50,000",2,1,0,Apple,$699,Dual,128GB
54,35-44,Male,"20,000-50,000",2,2,1,Apple,$899,Dual,256GB
54,35-44,Male,"20,000-50,000",3,1,0,Samsung,$699,Triple,256GB
54,35-44,Male,"20,000-50,000",3,2,1,Apple,$899,Dual,128GB
54,35-44,Male,"20,000-50,000",4,1,1,Apple,$699,Triple,128GB
54,35-44,Male,"20,000-50,000",4,2,0,Samsung,$699,Triple,256GB
55,25-34,Female,"50,001-100,000",1,1,0,Apple,$699,Triple,256GB
55,25-34,Female,"50,001-100,000",1,2,1,Apple,$899,Triple,256GB
55,25-34,Female,"50,001-100,000",2,1,0,Apple,$899,Triple,256GB
55,25-34,Female,"50,001-100,000",2,2,1,Apple,$699,Triple,256GB
55,25-34,Female,"50,001-100,000",3,1,1,Samsung,$899,Triple,256GB
55,25-34,Female,"50,001-100,000",3,2,0,Samsung,$699,Dual,128GB
55,25-34,Female,"50,001-100,000",4,1,1,Samsung,$699,Dual,128GB
55,25-34,Female,"50,001-100,000",4,2,0,Apple,$699,Dual,128GB
56,35-44,Male,"100,001-150,000",1,1,1,Samsung,$699,Triple,256GB
56,35-44,Male,"100,001-150,000",1,2,0,Apple,$699,Dual,256GB
56,35-44,Male,"100,001-150,000",2,1,0,Apple,$699,Triple,128GB
56,35-44,Male,"100,001-150,000",2,2,1,Samsung,$899,Triple,128GB
56,35-44,Male,"100,001-150,000",3,1,1,Apple,$899,Triple,128GB
56,35-44,Male,"100,001-150,000",3,2,0,Samsung,$699,Triple,256GB
56,35-44,Male,"100,001-150,000",4,1,0,Apple,$699,Dual,128GB
56,35-44,Male,"100,001-150,000",4,2,1,Apple,$699,Triple,128GB
57,18-24,Other,"150,001+",1,1,0,Apple,$699,Dual,128GB
57,18-24,Other,"150,001+",1,2,1,Apple,$699,Triple,128GB
57,18-24,Other,"150,001+",2,1,0,Apple,$899,Dual,128GB
57,18-24,Other,"150,001+",2,2,1,Samsung,$899,Triple,128GB
57,18-24,Other,"150,001+",3,1,1,Samsung,$899,Dual,256GB
57,18-24,Other,"150,001+",3,2,0,Samsung,$699,Dual,128GB
57,18-24,Other,"150,001+",4,1,1,Apple,$899,Dual,256GB
57,18-24,Other,"150,001+",4,2,0,Apple,$899,Triple,256GB
58,25-34,Other,"100,001-150,000",1,1,1,Samsung,$699,Triple,256GB
58,25-34,Other,"100,001-150,000",1,2,0,Samsung,$699,Dual,256GB
58,25-34,Other,"100,001-150,000",2,1,0,Samsung,$699,Triple,256GB
58,25-34,Other,"100,001-150,000",2,2,1,Samsung,$699,Triple,128GB
58,25-34,Other,"100,001-150,000",3,1,1,Samsung,$899,Dual,256GB
58,25-34,Other,"100,001-150,000",3,2,0,Apple,$899,Triple,128GB
58,25-34,Other,"100,001-150,000",4,1,0,Samsung,$699,Dual,128GB
58,25-34,Other,"100,001-150,000",4,2,1,Samsung,$699,Dual,256GB
59,25-34,Male,"50,001-100,000",1,1,0,Apple,$899,Dual,256GB
59,25-34,Male,"50,001-100,000",1,2,1,Samsung,$899,Triple,256GB
59,25-34,Male,"50,001-100,000",2,1,0,Apple,$899,Triple,128GB
59,25-34,Male,"50,001-100,000",2,2,1,Samsung,$899,Triple,128GB
59,25-34,Male,"50,001-100,000",3,1,1,Samsung,$699,Dual,256GB
59,25-34,Male,"50,001-100,000",3,2,0,Samsung,$699,Dual,128GB
59,25-34,Male,"50,001-100,000",4,1,1,Samsung,$699,Triple,128GB
59,25-34,Male,"50,001-100,000",4,2,0,Samsung,$899,Dual,256GB
60,25-34,Female,"20,000-50,000",1,1,0,Samsung,$899,Dual,256GB
60,25-34,Female,"20,000-50,000",1,2,1,Apple,$899,Dual,128GB
60,25-34,Female,"20,000-50,000",2,1,1,Samsung,$899,Triple,128GB
60,25-34,Female,"20,000-50,000",2,2,0,Samsung,$699,Triple,256GB
60,25-34,Female,"20,000-50,000",3,1,1,Samsung,$699,Triple,256GB
60,25-34,Female,"20,000-50,000",3,2,0,Samsung,$699,Dual,128GB
60,25-34,Female,"20,000-50,000",4,1,0,Apple,$699,Dual,128GB
60,25-34,Female,"20,000-50,000",4,2,1,Samsung,$899,Dual,256GB
61,18-24,Female,"150,001+",1,1,0,Samsung,$899,Dual,256GB
61,18-24,Female,"150,001+",1,2,1,Apple,$699,Triple,128GB
61,18-24,Female,"150,001+",2,1,0,Samsung,$699,Dual,128GB
61,18-24,Female,"150,001+",2,2,1,Samsung,$899,Triple,128GB
61,18-24,Female,"150,001+",3,1,0,Samsung,$699,Dual,256GB
61,18-24,Female,"150,001+",3,2,1,Apple,$699,Dual,256GB
61,18-24,Female,"150,001+",4,1,1,Samsung,$699,Dual,256GB
61,18-24,Female,"150,001+",4,2,0,Apple,$899,Dual,128GB
62,45-54,Female,"20,000-50,000",1,1,1,Apple,$699,Triple,256GB
62,45-54,Female,"20,000-50,000",1,2,0,Samsung,$699,Dual,128GB
62,45-54,Female,"20,000-50,000",2,1,1,Apple,$899,Dual,128GB
62,45-54,Female,"20,000-50,000",2,2,0,Apple,$899,Dual,128GB
62,45-54,Female,"20,000-50,000",3,1,1,Apple,$899,Triple,128GB
62,45-54,Female,"20,000-50,000",3,2,0,Samsung,$899,Dual,256GB
62,45-54,Female,"20,000-50,000",4,1,1,Samsung,$699,Dual,256GB
62,45-54,Female,"20,000-50,000",4,2,0,Apple,$899,Triple,256GB
63,35-44,Other,"20,000-50,000",1,1,1,Samsung,$699,Triple,128GB
63,35-44,Other,"20,000-50,000",1,2,0,Samsung,$899,Dual,128GB
63,35-44,Other,"20,000-50,000",2,1,0,Apple,$699,Dual,128GB
63,35-44,Other,"20,000-50,000",2,2,1,Samsung,$899,Triple,256GB
63,35-44,Other,"20,000-50,000",3,1,1,Samsung,$899,Dual,128GB
63,35-44,Other,"20,000-50,000",3,2,0,Samsung,$699,Triple,256GB
63,35-44,Other,"20,000-50,000",4,1,0,Apple,$899,Dual,128GB
63,35-44,Other,"20,000-50,000",4,2,1,Apple,$899,Triple,256GB
64,35-44,Male,"20,000-50,000",1,1,1,Samsung,$899,Dual,128GB
64,35-44,Male,"20,000-50,000",1,2,0,Apple,$699,Dual,128GB
64,35-44,Male,"20,000-50,000",2,1,1,Samsung,$699,Dual,256GB
64,35-44,Male,"20,000-50,000",2,2,0,Samsung,$699,Triple,256GB
64,35-44,Male,"20,000-50,000",3,1,0,Apple,$899,Dual,256GB
64,35-44,Male,"20,000-50,000",3,2,1,Apple,$899,Triple,128GB
64,35-44,Male,"20,000-50,000",4,1,1,Samsung,$899,Dual,128GB
64,35-44,Male,"20,000-50,000",4,2,0,Apple,$699,Dual,256GB
65,45-54,Female,"150,001+",1,1,1,Apple,$899,Triple,128GB
65,45-54,Female,"150,001+",1,2,0,Apple,$699,Triple,128GB
65,45-54,Female,"150,001+",2,1,1,Samsung,$899,Dual,128GB
65,45-54,Female,"150,001+",2,2,0,Samsung,$699,Triple,256GB
65,45-54,Female,"150,001+",3,1,1,Samsung,$699,Dual,128GB
65,45-54,Female,"150,001+",3,2,0,Apple,$699,Dual,128GB
65,45-54,Female,"150,001+",4,1,1,Apple,$699,Triple,128GB
65,45-54,Female,"150,001+",4,2,0,Apple,$699,Triple,256GB
66,35-44,Other,"50,001-100,000",1,1,1,Apple,$699,Triple,256GB
66,35-44,Other,"50,001-100,000",1,2,0,Samsung,$699,Triple,128GB
66,35-44,Other,"50,001-100,000",2,1,0,Samsung,$699,Triple,256GB
66,35-44,Other,"50,001-100,000",2,2,1,Apple,$699,Dual,128GB
66,35-44,Other,"50,001-100,000",3,1,0,Apple,$899,Dual,128GB
66,35-44,Other,"50,001-100,000",3,2,1,Apple,$899,Dual,128GB
66,35-44,Other,"50,001-100,000",4,1,1,Apple,$899,Dual,256GB
66,35-44,Other,"50,001-100,000",4,2,0,Samsung,$899,Triple,128GB
67,45-54,Other,"150,001+",1,1,1,Apple,$899,Triple,128GB
67,45-54,Other,"150,001+",1,2,0,Apple,$699,Triple,128GB
67,45-54,Other,"150,001+",2,1,0,Apple,$899,Triple,256GB
67,45-54,Other,"150,001+",2,2,1,Apple,$899,Triple,256GB
67,45-54,Other,"150,001+",3,1,0,Apple,$899,Dual,256GB
67,45-54,Other,"150,001+",3,2,1,Apple,$699,Triple,256GB
67,45-54,Other,"150,001+",4,1,1,Apple,$699,Dual,256GB
67,45-54,Other,"150,001+",4,2,0,Samsung,$899,Dual,128GB
68,45-54,Other,"20,000-50,000",1,1,1,Apple,$899,Dual,256GB
68,45-54,Other,"20,000-50,000",1,2,0,Apple,$699,Triple,128GB
68,45-54,Other,"20,000-50,000",2,1,0,Apple,$699,Triple,128GB
68,45-54,Other,"20,000-50,000",2,2,1,Apple,$899,Dual,256GB
68,45-54,Other,"20,000-50,000",3,1,0,Samsung,$699,Dual,256GB
68,45-54,Other,"20,000-50,000",3,2,1,Samsung,$899,Dual,256GB
68,45-54,Other,"20,000-50,000",4,1,0,Apple,$899,Dual,128GB
68,45-54,Other,"20,000-50,000",4,2,1,Samsung,$899,Dual,128GB
69,45-54,Female,"100,001-150,000",1,1,0,Samsung,$699,Triple,128GB
69,45-54,Female,"100,001-150,000",1,2,1,Apple,$899,Triple,128GB
69,45-54,Female,"100,001-150,000",2,1,1,Apple,$699,Dual,128GB
69,45-54,Female,"100,001-150,000",2,2,0,Apple,$699,Triple,128GB
69,45-54,Female,"100,001-150,000",3,1,1,Samsung,$699,Triple,128GB
69,45-54,Female,"100,001-150,000",3,2,0,Apple,$699,Dual,128GB
69,45-54,Female,"100,001-150,000",4,1,1,Apple,$699,Dual,128GB
69,45-54,Female,"100,001-150,000",4,2,0,Samsung,$899,Triple,128GB
70,18-24,Other,"50,001-100,000",1,1,1,Apple,$899,Dual,256GB
70,18-24,Other,"50,001-100,000",1,2,0,Apple,$899,Dual,128GB
70,18-24,Other,"50,001-100,000",2,1,1,Samsung,$899,Triple,128GB
70,18-24,Other,"50,001-100,000",2,2,0,Apple,$699,Triple,256GB
70,18-24,Other,"50,001-100,000",3,1,1,Samsung,$699,Triple,256GB
70,18-24,Other,"50,001-100,000",3,2,0,Samsung,$899,Triple,256GB
70,18-24,Other,"50,001-100,000",4,1,1,Samsung,$699,Dual,256GB
70,18-24,Other,"50,001-100,000",4,2,0,Samsung,$899,Dual,256GB
71,35-44,Other,"100,001-150,000",1,1,1,Apple,$699,Dual,128GB
71,35-44,Other,"100,001-150,000",1,2,0,Samsung,$699,Dual,128GB
71,35-44,Other,"100,001-150,000",2,1,0,Apple,$899,Triple,256GB
71,35-44,Other,"100,001-150,000",2,2,1,Apple,$899,Dual,128GB
71,35-44,Other,"100,001-150,000",3,1,1,Apple,$899,Triple,256GB
71,35-44,Other,"100,001-150,000",3,2,0,Samsung,$899,Triple,128GB
71,35-44,Other,"100,001-150,000",4,1,1,Apple,$899,Triple,128GB
71,35-44,Other,"100,001-150,000",4,2,0,Apple,$699,Dual,256GB
72,35-44,Male,"20,000-50,000",1,1,0,Apple,$899,Dual,128GB
72,35-44,Male,"20,000-50,000",1,2,1,Samsung,$699,Dual,256GB
72,35-44,Male,"20,000-50,000",2,1,0,Apple,$899,Dual,128GB
72,35-44,Male,"20,000-50,000",2,2,1,Apple,$899,Triple,256GB
72,35-44,Male,"20,000-50,000",3,1,0,Samsung,$699,Triple,256GB
72,35-44,Male,"20,000-50,000",3,2,1,Apple,$899,Dual,128GB
72,35-44,Male,"20,000-50,000",4,1,1,Samsung,$899,Triple,128GB
72,35-44,Male,"20,000-50,000",4,2,0,Samsung,$699,Triple,256GB
73,35-44,Other,"100,001-150,000",1,1,1,Apple,$699,Triple,128GB
73,35-44,Other,"100,001-150,000",1,2,0,Samsung,$699,Dual,128GB
73,35-44,Other,"100,001-150,000",2,1,1,Samsung,$699,Dual,128GB
73,35-44,Other,"100,001-150,000",2,2,0,Samsung,$699,Triple,128GB
73,35-44,Other,"100,001-150,000",3,1,1,Apple,$899,Dual,256GB
73,35-44,Other,"100,001-150,000",3,2,0,Apple,$899,Dual,256GB
73,35-44,Other,"100,001-150,000",4,1,0,Apple,$699,Triple,256GB
73,35-44,Other,"100,001-150,000",4,2,1,Apple,$699,Triple,128GB
74,25-34,Female,"20,000-50,000",1,1,1,Apple,$899,Dual,128GB
74,25-34,Female,"20,000-50,000",1,2,0,Apple,$899,Triple,128GB
74,25-34,Female,"20,000-50,000",2,1,1,Apple,$699,Triple,256GB
74,25-34,Female,"20,000-50,000",2,2,0,Apple,$699,Triple,128GB
74,25-34,Female,"20,000-50,000",3,1,0,Samsung,$899,Dual,128GB
74,25-34,Female,"20,000-50,000",3,2,1,Samsung,$899,Dual,128GB
74,25-34,Female,"20,000-50,000",4,1,1,Apple,$699,Triple,256GB
74,25-34,Female,"20,000-50,000",4,2,0,Apple,$699,Triple,256GB
75,45-54,Other,"150,001+",1,1,0,Samsung,$699,Triple,128GB
75,45-54,Other,"150,001+",1,2,1,Samsung,$699,Dual,128GB
75,45-54,Other,"150,001+",2,1,1,Apple,$699,Triple,128GB
75,45-54,Other,"150,001+",2,2,0,Samsung,$899,Triple,128GB
75,45-54,Other,"150,001+",3,1,0,Samsung,$699,Triple,256GB
75,45-54,Other,"150,001+",3,2,1,Samsung,$699,Triple,256GB
75,45-54,Other,"150,001+",4,1,1,Apple,$699,Dual,256GB
75,45-54,Other,"150,001+",4,2,0,Samsung,$699,Dual,256GB
76,45-54,Female,"20,000-50,000",1,1,1,Samsung,$699,Dual,128GB
76,45-54,Female,"20,000-50,000",1,2,0,Apple,$899,Dual,256GB
76,45-54,Female,"20,000-50,000",2,1,1,Apple,$699,Triple,256GB
76,45-54,Female,"20,000-50,000",2,2,0,Samsung,$899,Dual,256GB
76,45-54,Female,"20,000-50,000",3,1,1,Samsung,$699,Triple,128GB
76,45-54,Female,"20,000-50,000",3,2,0,Samsung,$699,Triple,128GB
76,45-54,Female,"20,000-50,000",4,1,0,Samsung,$699,Dual,128GB
76,45-54,Female,"20,000-50,000",4,2,1,Samsung,$699,Dual,256GB
77,35-44,Other,"20,000-50,000",1,1,1,Apple,$699,Dual,256GB
77,35-44,Other,"20,000-50,000",1,2,0,Apple,$899,Dual,128GB
77,35-44,Other,"20,000-50,000",2,1,0,Samsung,$699,Triple,256GB
77,35-44,Other,"20,000-50,000",2,2,1,Apple,$699,Dual,256GB
77,35-44,Other,"20,000-50,000",3,1,0,Apple,$899,Triple,256GB
77,35-44,Other,"20,000-50,000",3,2,1,Apple,$899,Dual,256GB
77,35-44,Other,"20,000-50,000",4,1,0,Apple,$699,Triple,128GB
77,35-44,Other,"20,000-50,000",4,2,1,Samsung,$899,Dual,128GB
78,25-34,Male,"100,001-150,000",1,1,0,Apple,$899,Triple,128GB
78,25-34,Male,"100,001-150,000",1,2,1,Apple,$899,Triple,128GB
78,25-34,Male,"100,001-150,000",2,1,0,Apple,$699,Triple,128GB
78,25-34,Male,"100,001-150,000",2,2,1,Samsung,$699,Triple,256GB
78,25-34,Male,"100,001-150,000",3,1,1,Samsung,$699,Dual,128GB
78,25-34,Male,"100,001-150,000",3,2,0,Apple,$699,Triple,256GB
78,25-34,Male,"100,001-150,000",4,1,0,Apple,$899,Dual,128GB
78,25-34,Male,"100,001-150,000",4,2,1,Apple,$899,Triple,256GB
79,18-24,Male,"100,001-150,000",1,1,1,Apple,$899,Dual,128GB
79,18-24,Male,"100,001-150,000",1,2,0,Apple,$699,Triple,256GB
79,18-24,Male,"100,001-150,000",2,1,1,Apple,$699,Dual,128GB
79,18-24,Male,"100,001-150,000",2,2,0,Samsung,$699,Dual,128GB
79,18-24,Male,"100,001-150,000",3,1,1,Samsung,$899,Triple,128GB
79,18-24,Male,"100,001-150,000",3,2,0,Apple,$899,Dual,128GB
79,18-24,Male,"100,001-150,000",4,1,0,Apple,$899,Triple,256GB
79,18-24,Male,"100,001-150,000",4,2,1,Samsung,$899,Dual,256GB
80,25-34,Other,"150,001+",1,1,0,Samsung,$699,Triple,256GB
80,25-34,Other,"150,001+",1,2,1,Samsung,$899,Triple,128GB
80,25-34,Other,"150,001+",2,1,0,Apple,$699,Dual,128GB
80,25-34,Other,"150,001+",2,2,1,Apple,$899,Triple,128GB
80,25-34,Other,"150,001+",3,1,1,Samsung,$699,Triple,128GB
80,25-34,Other,"150,001+",3,2,0,Samsung,$899,Triple,256GB
80,25-34,Other,"150,001+",4,1,1,Apple,$699,Triple,128GB
80,25-34,Other,"150,001+",4,2,0,Apple,$699,Dual,256GB
81,18-24,Other,"150,001+",1,1,0,Apple,$899,Dual,128GB
81,18-24,Other,"150,001+",1,2,1,Apple,$699,Triple,256GB
81,18-24,Other,"150,001+",2,1,1,Apple,$699,Triple,256GB
81,18-24,Other,"150,001+",2,2,0,Samsung,$899,Triple,256GB
81,18-24,Other,"150,001+",3,1,0,Apple,$899,Triple,128GB
81,18-24,Other,"150,001+",3,2,1,Apple,$699,Triple,128GB
81,18-24,Other,"150,001+",4,1,1,Samsung,$699,Triple,128GB
81,18-24,Other,"150,001+",4,2,0,Apple,$699,Triple,256GB
82,45-54,Male,"150,001+",1,1,1,Samsung,$699,Triple,128GB
82,45-54,Male,"150,001+",1,2,0,Apple,$699,Dual,256GB
82,45-54,Male,"150,001+",2,1,0,Apple,$699,Triple,256GB
82,45-54,Male,"150,001+",2,2,1,Samsung,$899,Dual,256GB
82,45-54,Male,"150,001+",3,1,1,Apple,$699,Triple,256GB
82,45-54,Male,"150,001+",3,2,0,Samsung,$699,Triple,256GB
82,45-54,Male,"150,001+",4,1,0,Apple,$699,Dual,128GB
82,45-54,Male,"150,001+",4,2,1,Samsung,$699,Dual,256GB
83,25-34,Other,"20,000-50,000",1,1,0,Apple,$899,Dual,128GB
83,25-34,Other,"20,000-50,000",1,2,1,Samsung,$899,Triple,256GB
83,25-34,Other,"20,000-50,000",2,1,0,Apple,$699,Dual,128GB
83,25-34,Other,"20,000-50,000",2,2,1,Apple,$899,Triple,256GB
83,25-34,Other,"20,000-50,000",3,1,0,Samsung,$699,Triple,256GB
83,25-34,Other,"20,000-50,000",3,2,1,Apple,$899,Triple,256GB
83,25-34,Other,"20,000-50,000",4,1,1,Samsung,$899,Dual,256GB
83,25-34,Other,"20,000-50,000",4,2,0,Apple,$899,Triple,128GB
84,45-54,Other,"50,001-100,000",1,1,0,Apple,$699,Dual,128GB
84,45-54,Other,"50,001-100,000",1,2,1,Apple,$699,Triple,256GB
84,45-54,Other,"50,001-100,000",2,1,1,Samsung,$699,Triple,256GB
84,45-54,Other,"50,001-100,000",2,2,0,Apple,$899,Dual,128GB
84,45-54,Other,"50,001-100,000",3,1,0,Samsung,$699,Triple,128GB
84,45-54,Other,"50,001-100,000",3,2,1,Samsung,$699,Triple,128GB
84,45-54,Other,"50,001-100,000",4,1,1,Samsung,$899,Dual,256GB
84,45-54,Other,"50,001-100,000",4,2,0,Samsung,$699,Dual,128GB
85,35-44,Female,"100,001-150,000",1,1,1,Apple,$899,Triple,128GB
85,35-44,Female,"100,001-150,000",1,2,0,Samsung,$899,Dual,128GB
85,35-44,Female,"100,001-150,000",2,1,1,Samsung,$699,Dual,128GB
85,35-44,Female,"100,001-150,000",2,2,0,Apple,$899,Dual,128GB
85,35-44,Female,"100,001-150,000",3,1,1,Apple,$699,Triple,128GB
85,35-44,Female,"100,001-150,000",3,2,0,Samsung,$699,Triple,256GB
85,35-44,Female,"100,001-150,000",4,1,0,Samsung,$899,Dual,256GB
85,35-44,Female,"100,001-150,000",4,2,1,Apple,$899,Dual,128GB
86,18-24,Female,"20,000-50,000",1,1,1,Apple,$899,Dual,256GB
86,18-24,Female,"20,000-50,000",1,2,0,Samsung,$699,Triple,128GB
86,18-24,Female,"20,000-50,000",2,1,1,Apple,$699,Dual,128GB
86,18-24,Female,"20,000-50,000",2,2,0,Samsung,$899,Triple,128GB
86,18-24,Female,"20,000-50,000",3,1,1,Samsung,$699,Triple,128GB
86,18-24,Female,"20,000-50,000",3,2,0,Samsung,$899,Dual,256GB
86,18-24,Female,"20,000-50,000",4,1,0,Samsung,$699,Dual,256GB
86,18-24,Female,"20,000-50,000",4,2,1,Samsung,$699,Triple,128GB
87,18-24,Male,"20,000-50,000",1,1,1,Apple,$699,Triple,128GB
87,18-24,Male,"20,000-50,000",1,2,0,Apple,$899,Triple,256GB
87,18-24,Male,"20,000-50,000",2,1,0,Apple,$899,Dual,256GB
87,18-24,Male,"20,000-50,000",2,2,1,Samsung,$699,Triple,128GB
87,18-24,Male,"20,000-50,000",3,1,1,Apple,$699,Triple,256GB
87,18-24,Male,"20,000-50,000",3,2,0,Samsung,$899,Triple,256GB
87,18-24,Male,"20,000-50,000",4,1,1,Samsung,$699,Dual,128GB
87,18-24,Male,"20,000-50,000",4,2,0,Apple,$699,Triple,256GB
88,35-44,Female,"100,001-150,000",1,1,1,Apple,$899,Dual,256GB
88,35-44,Female,"100,001-150,000",1,2,0,Apple,$699,Dual,256GB
88,35-44,Female,"100,001-150,000",2,1,1,Apple,$899,Dual,128GB
88,35-44,Female,"100,001-150,000",2,2,0,Samsung,$699,Dual,256GB
88,35-44,Female,"100,001-150,000",3,1,0,Samsung,$899,Dual,256GB
88,35-44,Female,"100,001-150,000",3,2,1,Samsung,$899,Dual,128GB
88,35-44,Female,"100,001-150,000",4,1,1,Samsung,$899,Dual,128GB
88,35-44,Female,"100,001-150,000",4,2,0,Samsung,$899,Dual,256GB
89,25-34,Other,"50,001-100,000",1,1,0,Apple,$899,Triple,256GB
89,25-34,Other,"50,001-100,000",1,2,1,Apple,$899,Triple,256GB
89,25-34,Other,"50,001-100,000",2,1,0,Apple,$699,Triple,256GB
89,25-34,Other,"50,001-100,000",2,2,1,Samsung,$899,Dual,256GB
89,25-34,Other,"50,001-100,000",3,1,0,Samsung,$899,Triple,128GB
89,25-34,Other,"50,001-100,000",3,2,1,Apple,$899,Triple,128GB
89,25-34,Other,"50,001-100,000",4,1,1,Samsung,$899,Dual,128GB
89,25-34,Other,"50,001-100,000",4,2,0,Apple,$899,Dual,256GB
90,18-24,Other,"50,001-100,000",1,1,1,Apple,$699,Dual,256GB
90,18-24,Other,"50,001-100,000",1,2,0,Apple,$699,Triple,128GB
90,18-24,Other,"50,001-100,000",2,1,0,Apple,$899,Triple,256GB
90,18-24,Other,"50,001-100,000",2,2,1,Samsung,$699,Triple,256GB
90,18-24,Other,"50,001-100,000",3,1,0,Samsung,$699,Dual,256GB
90,18-24,Other,"50,001-100,000",3,2,1,Samsung,$699,Triple,256GB
90,18-24,Other,"50,001-100,000",4,1,1,Samsung,$699,Triple,256GB
90,18-24,Other,"50,001-100,000",4,2,0,Apple,$899,Triple,256GB
